name,search_term_01,search_term_02,search_term_03,search_term_04,search_term_05,search_term_06,search_term_07,search_term_08,search_term_09,search_term_10,search_term_11,search_term_12,No. of terms,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10,Name11,Name12,Name,per,round
Assembled Depth (in.),chevron,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,9,low,vase,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual Color Temperature (K),100,watt,halogen,bulb,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual backer rail length (in.),wood,fence,gate0,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Blossom Color,giant,bird,of,paridise,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),4-Jan,28,threadded,connector,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,sweenys,mole,and,gopher,repelant,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,b-vent,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),front,door,entry,lighting,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),4-Jan,x2x4,hammer,drill,bits,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,8-Mar,compression,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,dual,wall,ducts,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,dust,control,sh,round,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,10x20,canopy,with,netting,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,home,water,filter,tool,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),convection,heaters,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,so(null)x,32'-65',wall,tv,mount,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antimicrobial,kitchen,lami(null)te,sheet,countertop,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Detection Sensitivity,daytime,motion,sensor,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antimicrobial,carpet,to,carpet,tape,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,staircase,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),crown,furniture,staples,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actuated Tool Type,ramset,(null)ils,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),36',copoktop,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,french,farmhouse,dining,table,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Alarm,interior,door,hardware,by,schlage,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,plastic,gate,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),6,metal,bestos,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,chime,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,e-z,ancor,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet02,solid,wood,cabinet,formica,tabletop,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,sanding,sleeves,for,a,wen,sander,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),12,x,15,closet,shelf,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),shelving,premier,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Builders Hardware Product Type,bi,fold,door,hardware,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Bullet01,164416,terra,cotta,exp,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,water,hose,holder,pot,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Air deflection,drop,ceiling,vent,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bidet/Toilet Seat Type,kholer,elongated,toilet,seat,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,50,50
Amperage (amps),orbit,sander,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),andrews,patio,set,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual Color Temperature (K),xenon,bulb,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual Blind/Shade Width (In.),bali,102,in,louver,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Bullet01,4-Mar,pvc,double,connector,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antimicrobial,sheet,vinyl,floor,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Accessory Type,chimney,liner,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),hack,saws,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,24,hollow,core,closet,dor,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,shelfa,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Accessory Type,pex,pipe,f1865,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),2,burner,gas,grill,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Battery Power Type,battery,12v,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,50,50
Bullet01,tools,bloowers,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),closetmaid,wire,eight,itier,organizer,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Batteries Included,porter-cable,4-tool,18-volt,nickel,cordless,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),custom,drawer,hardware,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bath Faucet Type,spot,resist,brushed,bracket,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,polycarbo(null)te,roofing,panel,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,chalky,finish,paint,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Method,dry,up,packets,for,paint,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual Color Temperature (K),mr,16,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual product thickness (in.),1,x12,x16,pt,lumber,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,insulation,accessories,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antimicrobial,6,ft,laminite,countertop,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,Asphalt,Emulsion,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,brushed,aluminum,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,submersible,wire,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
A/C Cooling Rate (BTU/hr),air,/heaterconditioner,window,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antimicrobial,floor,dust,cloth,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,marine,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,bulb,socket,cover,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,wasp,and,hornet,spret,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,brayer,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),plastic,driveway,mesh,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,eaton,br200,panel,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Applicator/Tool Type,4,paint,brush,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,under,cabinet,storage,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),bosch,blades,1640vs,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,imc,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Accessory Type,newspaper,holder,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Attached shelf,polished,wall,edge,mirror,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,door,handle,loose,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,8',joisthangers,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,granite,cleaners,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Blade Diameter,12,diamond,blade,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,33.33333333,34
Assembled Depth (in.),washer,head,screw,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bulb Type Included,interior,light,fixtures,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,lawn,rakes,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,sanding,block,standard,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),spot,resist,brushed,bracket,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,eco-lock,sprinkler,kit,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Builders Hardware Product Type,hardware,template,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,50,50
Actual Color Temperature (K),philips,led,dimmable,daylight,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),electric,range,slide,in,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,haggerty,silver,smith,polish,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bowl Shape,concealed,trapway,toilet,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Lamp Head,progress,lighting,94356211eb,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bath Faucet Type,glacier,bay,air,gap,brushed,nickel,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Rug Size,4,x,6,area,rugs,(null),(null),(null),(null),(null),(null),(null),5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,20,20
Accessories Product Type,paint,sprayer,nylon,mesh,filter,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,48,wide,frig,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Brand/Model Compatibility,duct,collar,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Backlit,door,cylinder,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),all,in,one,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Shelves,crosley,lafayette,kf30024bwh,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,power,vent,water,heater,kit,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Built-in flange,bath,drain,kit,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,airconditioner,decoritive,cover,unit,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,outlet,wallplate,with,cover,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Lightbulb Length,black,light,bulbs,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,33.33333333,34
Bullet01,chrome/polished,brass,2-handle,4-in,centerset,bathroom,fauc,(null),(null),(null),(null),(null),7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Shelves,cabinet,ba,rpulls,in,bronze,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),hampton,bay,black,blossom,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,sharkbait,winter,hose,repair,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,bronzw,phone,wall,jack,cover,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual Color Temperature (K),apartments,for,lease,sign,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Battery Size,led,flash,lights,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bowl Below Counter Height (in.),cast,iron,weld,electrodes,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,20,inch,by,11,inch,grill,grate,(null),(null),(null),(null),(null),7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),summit,24,inch,ss,gaqs,range,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,48,inch,westbrook,gate,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
